#
# station, type, normal-vector(3x float)
#
rs307, lba , 0.598753, 0.072099, 0.797682
rs307, hba , 0.598753, 0.072099, 0.797682
cs006, lba , 0.598753, 0.072099, 0.797682
cs006, hba0, 0.598753, 0.072099, 0.797682
cs006, hba1, 0.598753, 0.072099, 0.797682
rs208, lba , 0.601735, 0.072879, 0.795364
rs208, hba , 0.598753, 0.072099, 0.797682
cs011, lba , 0.598753, 0.072099, 0.797682
cs011, hba0, 0.598753, 0.072099, 0.797682
cs011, hba1, 0.598753, 0.072099, 0.797682
cs017, lba , 0.598753, 0.072099, 0.797682
cs017, hba0, 0.598753, 0.072099, 0.797682
cs017, hba1, 0.598753, 0.072099, 0.797682
cs013, lba , 0.598753, 0.072099, 0.797682
cs013, hba0, 0.598753, 0.072099, 0.797682
cs013, hba1, 0.598753, 0.072099, 0.797682
se607, lba , 0.530119, 0.108953, 0.840894
se607, hba , 0.529311, 0.111871, 0.841020
cs005, lba , 0.598753, 0.072099, 0.797682
cs005, hba0, 0.598753, 0.072099, 0.797682
cs005, hba1, 0.598753, 0.072099, 0.797682
de603, lba , 0.601391, 0.095614, 0.793213
de603, hba , 0.601456, 0.095645, 0.793160
uk608, lba , 0.626845, -0.014960, 0.779000
uk608, hba , 0.627506, -0.014332, 0.778480
fr606, lba , 0.677163, 0.025597, 0.735388
fr606, hba , 0.677451, 0.025924, 0.735111
cs103, lba , 0.598753, 0.072099, 0.797682
cs103, hba0, 0.598753, 0.072099, 0.797682
cs103, hba1, 0.598753, 0.072099, 0.797682
cs101, lba , 0.598753, 0.072099, 0.797682
cs101, hba0, 0.598753, 0.072099, 0.797682
cs101, hba1, 0.598753, 0.072099, 0.797682
rs305, lba , 0.598460, 0.072037, 0.797907
rs305, hba , 0.598753, 0.072099, 0.797682
cs401, lba , 0.598753, 0.072099, 0.797682
cs401, hba0, 0.598753, 0.072099, 0.797682
cs401, hba1, 0.598753, 0.072099, 0.797682
cs501, lba , 0.598753, 0.072099, 0.797682
cs501, hba0, 0.598753, 0.072099, 0.797682
cs501, hba1, 0.598753, 0.072099, 0.797682
rs503, lba , 0.598753, 0.072099, 0.797682
rs503, hba , 0.598753, 0.072099, 0.797682
cs030, lba , 0.598753, 0.072099, 0.797682
cs030, hba0, 0.598753, 0.072099, 0.797682
cs030, hba1, 0.598753, 0.072099, 0.797682
rs106, lba , 0.598753, 0.072099, 0.797682
rs106, hba , 0.598753, 0.072099, 0.797682
cs032, lba , 0.598753, 0.072099, 0.797682
cs032, hba0, 0.598753, 0.072099, 0.797682
cs032, hba1, 0.598753, 0.072099, 0.797682
