# RA DEC Total_flux e_Total_flux

177.350098404 -2.99509469184 0.814608109457 0.01
184.256683598 1.92698236662 0.387680815022 0.01
178.528534633 3.12534447386 0.00246119089052 0.01
183.332915518 -0.833128474933 0.43805516967 0.01
179.117764421 -2.60061414053 0.863154970944 0.01
178.295683529 3.34855928194 0.213299939895 0.01
179.679007658 -3.97574814295 0.699041159091 0.01
183.981022354 0.493536235283 0.769160456471 0.01
176.839957669 1.25461040787 0.905860256795 0.01
175.50395005 -1.64431058149 0.585485738214 0.01
181.934981321 2.45349899783 0.770914499499 0.01
180.157904869 2.29575734296 0.688462101364 0.01
184.416403733 -1.39208047594 0.343766945058 0.01
178.490765475 -2.93697886509 0.138758720085 0.01
181.540631519 0.0903938549897 0.641513846108 0.01
179.280276331 -0.712646871853 0.505150235299 0.01
176.460370292 0.184039967641 0.862903363215 0.01
179.682446421 -4.65630940249 0.0155051283391 0.01
180.774985307 4.56040693962 0.0312967837592 0.01
183.519428292 3.2839683351 0.0302673922349 0.01
177.979322931 -3.02329105355 0.886340922051 0.01
179.800615265 -3.09631086082 0.421246945525 0.01
179.643542045 0.273728344916 0.433290687452 0.01
177.845522959 2.41056932716 0.711828505912 0.01
181.025048215 -0.845611697866 0.6567481336 0.01
182.557437675 -2.3149700171 0.270743463184 0.01
180.539658285 2.44350491006 0.691270221696 0.01
179.358761414 -1.52999431965 0.125945341556 0.01
183.693137286 -0.876364857568 0.429405518809 0.01
175.315007162 -0.102203016804 0.806253186541 0.01
182.158787481 2.26238941564 0.482802469783 0.01
180.171511693 -4.99467526065 0.855901555355 0.01
177.395493908 2.04864854896 0.747284683914 0.01
183.375731309 3.03163845629 0.564954433078 0.01
183.252479294 -0.981798100345 0.938727842397 0.01
179.18266359 1.06289448936 0.511987341399 0.01
176.700739386 3.490297166 0.834160124197 0.01
176.542487304 0.91717646901 0.29688454347 0.01
181.705526049 0.564620933913 0.977496541306 0.01
181.492287716 -4.1174220012 0.859411993245 0.01
183.845401123 -1.39689707449 0.366292252697 0.01
183.361853754 -3.63740190348 0.49626677136 0.01
180.884609564 -3.90031601821 0.928804687932 0.01
183.189813604 2.93751768831 0.0955107202971 0.01
180.506180459 -1.37990758037 0.0233685185076 0.01
181.768579923 -4.23988786487 0.942484992792 0.01
175.280830456 0.825892123357 0.474659684488 0.01
177.175183937 -0.700646807276 0.400463623392 0.01
175.463842753 0.588768752482 0.874509290248 0.01
180.091664687 0.62726786306 0.467338953583 0.01
177.620314797 2.42309104649 0.0852456684638 0.01
184.631007615 -1.130122534 0.241344560979 0.01
181.723805282 4.00469872007 0.162137768195 0.01
178.971369858 -1.7395607211 0.209089382535 0.01
182.427667487 -2.85362671379 0.658426840164 0.01
182.950248601 -2.85523042765 0.759531947537 0.01
182.508212511 2.56316793577 0.316533006931 0.01
176.443980785 2.48595303855 0.819900763669 0.01
182.324260586 2.34970994475 0.484828260573 0.01
178.235143202 1.7254903185 0.50528552868 0.01
176.98718686 2.72995889276 0.355526158134 0.01
176.600965765 -0.276912613351 0.227492320558 0.01
180.376693404 -3.86070379395 0.668411561394 0.01
179.273885531 -2.77987319574 0.0496411403355 0.01
178.839992272 1.90268989211 0.531355487341 0.01
182.406140733 4.11631183842 0.918203206965 0.01
175.962560371 -2.17314743033 0.947965639147 0.01
179.590785388 0.872701400942 0.0245108319717 0.01
183.68094915 2.9862726356 0.846929121852 0.01
177.235683007 -0.290832739044 0.767258458512 0.01
182.25805303 -3.45133612282 0.131413822765 0.01
176.413596508 -1.8611343389 0.226457595455 0.01
183.79888386 -2.60463302077 0.317537026136 0.01
181.773861265 -4.47204121016 0.558389358708 0.01
181.58521805 1.4817661128 0.647417500046 0.01
181.15795562 3.00681980972 0.325604576272 0.01
181.650171936 3.26146202145 0.506842456879 0.01
180.486668137 0.69949944213 0.988746504062 0.01
178.814010509 -1.05436402673 0.421694805359 0.01
179.333049896 -0.472439518118 0.485094754878 0.01
176.25489604 1.6591813548 0.810423786742 0.01
179.874811239 1.87073898783 0.405578315052 0.01
179.989246024 4.30220859144 0.86421470654 0.01
183.297318564 1.75769038033 0.627315224538 0.01
183.37037063 3.61777005966 0.750898788719 0.01
182.310427939 0.664650897662 0.726303667915 0.01
179.346873536 -2.40074121121 0.318375419678 0.01
184.271093451 -1.96016812453 0.803113697387 0.01
178.92638627 2.83816233192 0.915538950844 0.01
178.044026721 1.79403170171 0.113614921889 0.01
178.848207621 1.03737302774 0.0997903862275 0.01
177.438137144 -1.92097097108 0.665773567572 0.01
184.53802274 2.0633236183 0.0963194801496 0.01
180.704137008 -0.952726035326 0.899515666578 0.01
178.284359745 -2.40022557021 0.25878905633 0.01
183.409910079 -1.94343409585 0.331386868663 0.01
176.47049796 -2.82600427993 0.79574088232 0.01
175.142239978 -1.09898360438 0.267720358153 0.01
178.619182122 4.77484316458 0.117492670697 0.01
178.740148246 4.57755224767 0.0690767348477 0.01
182.985936308 1.59445835276 0.241183227913 0.01
179.846326671 2.16486613664 0.253259501877 0.01
178.009618107 -3.85559664377 0.977478165156 0.01
177.473842604 0.87734865662 0.870387370292 0.01
181.737561463 -1.14524623326 0.949794245264 0.01
184.254386777 -0.417784996952 0.855387752341 0.01
178.942987456 -4.28536541836 0.851047555359 0.01
175.892496024 -1.37109262944 0.161668175908 0.01
181.847084749 -4.37718855916 0.655366988087 0.01
183.623834178 1.12114042238 0.293749511435 0.01
177.555870762 2.49250370031 0.843120929614 0.01
178.122228806 -1.65859768984 0.0451828641199 0.01
180.656744043 -1.54701611537 0.970846767696 0.01
175.539411917 2.11702776146 0.745134433943 0.01
175.866149151 0.0814304800989 0.892959821921 0.01
177.698083262 -1.6223289133 0.139293294985 0.01
175.583726425 -1.45071057068 0.241390984987 0.01
180.251615317 1.88837969657 0.249052621999 0.01
179.549974807 4.9307321238 0.00822225096742 0.01
177.751475195 1.2771904424 0.0230785054058 0.01
177.024684964 1.1910722603 0.387481986897 0.01
177.222369967 -0.830791226438 0.752099208194 0.01
176.002601657 1.41420172156 0.463355862846 0.01
175.943393932 -0.0956927428422 0.0978043358022 0.01
178.441143666 2.22085709755 0.555657519676 0.01
183.796368659 2.16598431635 0.949318840514 0.01
180.567759195 -4.10144090689 0.405167163992 0.01
179.561284553 4.01390062059 0.584527094111 0.01
175.433185694 0.185993243663 0.631059852398 0.01
183.632444853 -1.49331184283 0.784365795371 0.01
179.909982116 3.34842583652 0.0537246032318 0.01
176.940196364 3.20558679992 0.464723235297 0.01
178.997654703 3.16436223653 0.586208966166 0.01
179.028094785 -3.38709671302 0.388188673014 0.01
183.620920668 -3.43764530663 0.350008816407 0.01
184.262659348 -1.66376527848 0.192899331429 0.01
176.476332957 0.213480348607 0.15573656909 0.01
177.738637101 2.69710280329 0.716888953453 0.01
180.765744182 -3.74332684495 0.658328486055 0.01
183.170923211 -2.37517295071 0.0659291104974 0.01
181.726650835 -2.07314815995 0.438430547276 0.01
184.261761542 2.16092680078 0.120483271559 0.01
180.502641765 -3.35028595701 0.0257299150858 0.01
181.8923274 2.93093183763 0.00383920886212 0.01
178.255687759 -2.6102945527 0.11144720655 0.01
179.749886961 -4.33076162159 0.111672580891 0.01
183.509233524 -1.98997448808 0.0674060085214 0.01
180.725340489 0.718699832635 0.583044676305 0.01
180.307810379 4.91951982373 0.459108968224 0.01
180.171924569 4.49027227056 0.323804934959 0.01
180.391197218 -1.68056323304 0.457701253923 0.01
181.012254091 4.58052213134 0.369010991809 0.01
179.91573184 1.46712024808 0.704396435768 0.01
176.273891284 -3.0427266549 0.70125703641 0.01
178.575590831 3.02223436161 0.000852283410429 0.01
176.818131963 2.96039757542 0.740944109199 0.01
184.757479531 -0.474832809132 0.438676719997 0.01
177.43030532 -0.361371734522 0.267377797167 0.01
181.222656581 2.05806133598 0.381166478031 0.01
182.152832441 -3.58500213428 0.0409994080606 0.01
182.888483172 -4.06154360075 0.448254840033 0.01
177.242558267 -3.27952500731 0.919212103545 0.01
175.691580217 1.56987201444 0.450227214494 0.01
181.321931395 2.3368674965 0.0705490050845 0.01
176.150765335 -0.663549391744 0.0842551448017 0.01
179.250396944 2.11981094255 0.18612907592 0.01
177.221514708 -2.05774172495 0.241084214777 0.01
179.719536207 4.55116977001 0.330162449204 0.01
181.284065549 -2.96638233897 0.571018977885 0.01
176.537440307 1.29033394871 0.102332425412 0.01
177.48697338 3.35545822008 0.825943753096 0.01
180.856927697 -2.99399995711 0.887691555026 0.01
182.057584895 4.54514768457 0.868415082415 0.01
180.084746123 1.27850955248 0.772493775463 0.01
183.884208418 -1.36480742622 0.93551776326 0.01
183.831705026 -1.06806562909 0.942867814156 0.01
178.905727472 4.40936815755 0.183040319596 0.01
182.110610233 -2.47283799894 0.661070719924 0.01
177.453636445 -3.59312149571 0.420768576179 0.01
179.465856663 -3.79744940466 0.681421562882 0.01
183.695645906 -1.55881905921 0.496326587511 0.01
180.804781796 2.44267754266 0.414926594816 0.01
177.476559011 0.0577207922632 0.72868321375 0.01
177.715459396 -0.156837955903 0.882067541536 0.01
178.621418678 4.3244402959 0.0843892215315 0.01
182.701481742 0.0992311024023 0.451160427421 0.01
177.267102803 3.11071397711 0.45958041155 0.01
180.240099787 -3.47188906663 0.751386114829 0.01
177.448171765 2.00698012697 0.748382849884 0.01
181.218577313 -2.56252734267 0.0264719756949 0.01
176.78383715 -3.49698354786 0.955136339847 0.01
176.236992793 1.02917548641 0.255552837298 0.01
178.157679269 0.244055512963 0.403801111468 0.01
180.119445737 1.22443023587 0.791002763466 0.01
182.489584603 2.03241747283 0.202153660399 0.01
179.560414906 -0.695828267694 0.0349309717841 0.01
179.786256782 -1.47755418437 0.80516326889 0.01
179.065333529 -2.85307791815 0.91826066959 0.01
181.838780992 -1.36215961387 0.312780414674 0.01
183.759693216 -0.980384795973 0.830943045052 0.01
181.512784448 -3.94449448532 0.488446306448 0.01
183.151847867 2.14038261094 0.79649242337 0.01
176.358618315 0.136482305738 0.829662867885 0.01
180.035045328 3.4309164555 0.0532852959168 0.01
177.002493524 1.01196908171 0.642689537765 0.01
178.29185597 -2.23055862982 0.919491781771 0.01
182.434584849 -0.980909419844 0.718563561365 0.01
178.38733244 -4.68951868476 0.43013411232 0.01
179.695563688 -1.41533947834 0.352590497669 0.01
181.134996888 -1.56727258582 0.83990171284 0.01
180.621556999 -1.48759870367 0.806692301066 0.01
181.323477508 -2.1640062905 0.97829922077 0.01
182.046332752 2.01389537188 0.134437213241 0.01
179.450662302 1.90860104822 0.785473856767 0.01
181.805335705 -1.65385334617 0.00947102031278 0.01
182.325668308 -3.49419037628 0.716421335208 0.01
179.368461041 3.91376308852 0.17904021026 0.01
181.492334835 1.49418395264 0.855184047765 0.01
183.20590531 -1.65059259488 0.803587770049 0.01
177.549928923 -2.28924062946 0.51916738275 0.01
177.227050868 -1.15775421748 0.606799799361 0.01
183.12867743 1.00544464048 0.296652219967 0.01
178.22291581 3.91719220073 0.568822023791 0.01
176.579666885 -0.629533841074 0.157433531465 0.01
178.646956582 -3.72520553489 0.0391025108743 0.01
182.424307293 -4.04461272776 0.813190915926 0.01
180.040479365 2.56637377214 0.0390419187554 0.01
182.072393753 -4.13534312644 0.649676841584 0.01
179.165751083 -2.67272558667 0.170908722466 0.01
183.51893094 0.202499980759 0.120549130708 0.01
181.660801289 4.57213495553 0.730958510241 0.01
183.822124463 0.331722570733 0.0234893023221 0.01
177.214807873 -3.03147643914 0.467858162377 0.01
175.703878103 -1.94647988534 0.569291450932 0.01
181.411292767 -0.81775836925 0.0878531240444 0.01
179.134642178 3.32189452151 0.256991129799 0.01
180.149980208 -4.98795490241 0.176947129587 0.01
177.096917062 -2.72353617317 0.466798740943 0.01
176.760805308 -1.0716437089 0.513035205779 0.01
180.619599238 -4.62594637531 0.318648015885 0.01
177.491186788 2.1843549934 0.710589240123 0.01
176.355898538 -2.4910154278 0.748947780805 0.01
181.081156069 -2.24066461765 0.631417615356 0.01
176.870349499 1.36493764746 0.165161668508 0.01
181.031622782 0.840238791539 0.576729624819 0.01
175.662524888 -1.51706509519 0.251179956738 0.01
176.493178209 1.02610955717 0.681042217527 0.01
184.663933503 1.06458045468 0.960056797815 0.01
183.470479845 -3.44698252294 0.604597360722 0.01
183.215106394 -0.861534703252 0.502890660622 0.01
178.772126633 -2.64072389452 0.773178124088 0.01
182.252771139 -2.91880771856 0.76021497685 0.01
177.086915248 -0.708002160502 0.722049437533 0.01
181.420458837 -2.84750346323 0.862117156032 0.01
179.490601455 -4.35166158049 0.932689892824 0.01
181.171565721 -0.821903803126 0.0741975126648 0.01
176.010467115 -1.69280602952 0.219243813813 0.01
176.487059307 -0.571888580029 0.938027723489 0.01
178.816150354 -4.77769477986 0.695373125375 0.01
183.306809572 1.42688235859 0.515899348565 0.01
182.239823034 -1.83544997441 0.596822965812 0.01
184.631829118 1.54570510978 0.352520348495 0.01
183.368901682 -1.30469126036 0.945944941699 0.01
177.33996 0.0288145167153 0.329574309476 0.01
179.715997958 4.37612825469 0.562928216068 0.01
178.217857273 0.457023471293 0.597245055122 0.01
175.897436559 1.01508505055 0.544593677322 0.01
178.277230341 4.6936963219 0.290857113276 0.01
177.142033055 -4.07816839188 0.87722203997 0.01
178.371753988 1.88571119976 0.726230208703 0.01
180.365917244 -4.62095523244 0.920291965588 0.01
180.752616607 -0.496794316419 0.967465131277 0.01
175.367098034 0.646654865809 0.317446086484 0.01
177.484382354 -0.114975674945 0.502254478091 0.01
184.579056675 0.554349567341 0.0166945034751 0.01
179.827884349 -3.36128448254 0.830883206813 0.01
180.475729875 -3.16286428506 0.135301553939 0.01
178.362434039 -4.23936924704 0.555659349684 0.01
179.391889174 -3.03555265698 0.146141618047 0.01
180.962110246 0.78817017751 0.212736771466 0.01
180.734462813 0.163775523784 0.44586941254 0.01
179.054663792 3.00879774166 0.0377963158589 0.01
178.854353039 4.78390849823 0.399216299453 0.01
180.144332678 -0.27357876102 0.386108570196 0.01
182.089292438 -0.416005794973 0.483098112213 0.01
179.794333433 2.81898607134 0.243110915979 0.01
180.991489542 -2.35044245892 0.378967178521 0.01
180.508836974 -3.69581907478 0.680351612274 0.01
176.038457459 -2.96725191244 0.577697299432 0.01
183.709481436 -1.07748525979 0.274911185424 0.01
181.731877396 3.68264795031 0.566580647279 0.01
178.824655411 -2.30249042004 0.507806257605 0.01
184.58786515 -0.584708083837 0.46147889107 0.01
178.805125713 -3.16223369563 0.110013928053 0.01
181.501061634 -1.73159275098 0.00180219437402 0.01
178.915882785 -0.793016021353 0.0759092232 0.01
177.914080285 0.15065160205 0.512793184284 0.01
178.629055751 -2.50757755709 0.814160427165 0.01
179.925429413 -4.32499354471 0.137078255768 0.01
183.235573839 -0.653222380111 0.24064490717 0.01
183.038362345 1.31265931338 0.924547006084 0.01
176.161806478 -2.9577313984 0.303384431058 0.01
182.316054757 2.29813836834 0.251610803594 0.01
177.202637051 -0.500330630287 0.337935923435 0.01
183.506077528 2.7418683409 0.563947211105 0.01
181.769228125 4.32427431354 0.460824882048 0.01
181.166219766 4.5685094279 0.248809169252 0.01
177.167841922 3.14429603929 0.259996469875 0.01
179.379603794 1.40000904282 0.954081868062 0.01
179.898803795 -0.750215567764 0.367451185948 0.01
180.177018171 2.86492588119 0.98782316088 0.01
178.900260943 -3.45172757599 0.693644007933 0.01
178.97384827 0.0828171233822 0.304897504709 0.01
182.653428528 0.885317027265 0.105122726695 0.01
183.52508485 -0.617816493979 0.971816756146 0.01
177.141291853 -1.26866454198 0.730551899031 0.01
178.164909828 1.74134276769 0.742123948226 0.01
175.681657618 -2.1607389277 0.869000211386 0.01
176.650790029 -3.67994169633 0.987158271391 0.01
178.468665491 -1.51429107797 0.519141809965 0.01
180.15937451 -1.34048121042 0.754646289932 0.01
178.761985861 -1.52369374937 0.0282741968672 0.01
178.183074273 3.48481207785 0.934081060784 0.01
180.90221354 1.75412848933 0.847619785574 0.01
177.11910441 -3.81109259177 0.845075133609 0.01
178.180324053 1.5570219171 0.0535053706372 0.01
183.685526464 2.79633027784 0.594216986225 0.01
177.525698556 2.69597922102 0.267710119284 0.01
180.269686902 -4.45968143542 0.401653011677 0.01
183.662317681 -2.88813914162 0.677605870474 0.01
176.144766289 2.42726890529 0.802607500458 0.01
179.557546778 -4.00478237053 0.952948699761 0.01
178.138359026 4.14558529304 0.518353683836 0.01
177.325550941 -2.1049279984 0.272317211465 0.01
181.919051822 3.24981479719 0.238657961474 0.01
177.058439407 -2.90903677376 0.566197263547 0.01
180.89752734 1.59245080557 0.811843803258 0.01
183.512634945 1.05040150806 0.904090174184 0.01
182.150853715 2.97943319151 0.68356002603 0.01
179.154720878 -0.34695425163 0.401783598866 0.01
180.149894412 3.49366249505 0.634689174704 0.01
183.483525949 -1.36382266039 0.861552171687 0.01
184.731542572 1.06625326502 0.991055201954 0.01
182.544027834 2.96049816179 0.542684105683 0.01
176.402972084 2.10337120558 0.822823416796 0.01
183.176861932 1.41221893811 0.929305558531 0.01
183.821966506 -0.112403046966 0.273394059158 0.01
182.356034247 -0.588318704573 0.901172428595 0.01
180.400729135 -4.6877467709 0.828480372028 0.01
180.745462825 3.2596809178 0.654766195464 0.01
179.684536001 -1.04116289448 0.0264824517379 0.01
181.543289193 0.650042093797 0.782642042459 0.01
178.517521541 -4.39819165595 0.893547032976 0.01
180.897966272 -2.11123561747 0.580481686616 0.01
179.181691948 -1.65855880339 0.393620141331 0.01
181.648753213 -3.72380978067 0.488846472336 0.01
179.265128496 -2.01062904765 0.134570256984 0.01
181.579809348 4.67635845615 0.514869509366 0.01
178.070543565 -3.62922849369 0.524965221642 0.01
179.238646368 -0.662537024562 0.109702157781 0.01
180.207812176 -3.18459020086 0.768839507672 0.01
177.57549636 -1.18803622382 0.456321078076 0.01
180.031034329 4.41107216251 0.555879829936 0.01
180.076988291 3.11506539433 0.579573960319 0.01
183.257526265 3.63826198804 0.489281425454 0.01
180.620265334 1.28977403948 0.334881443293 0.01
179.87813095 -4.61150528733 0.394481460298 0.01
184.053594454 0.811583092594 0.65347469881 0.01
180.227567269 -0.552541795661 0.0139354210635 0.01
180.088402297 -2.570016507 0.915806281942 0.01
181.193678754 -0.766597470318 0.440744819567 0.01
176.317503636 0.666428296033 0.483890606053 0.01
180.982311175 0.0739672380645 0.422428151069 0.01
176.053173506 -2.21620497751 0.0387522007692 0.01
178.870993576 -1.5238168134 0.268727261546 0.01
176.342231682 1.59793471221 0.58326126767 0.01
177.694944178 -1.53837088951 0.109152598336 0.01
175.867781548 -2.31657505117 0.566995412243 0.01
184.868029275 0.678396842578 0.899422132261 0.01
182.687925391 -1.83290146201 0.0154457360308 0.01
183.065842102 -0.316796618954 0.298578078414 0.01
179.461888488 -4.53269957151 0.0461026899619 0.01
179.181790847 0.205077094785 0.868394781529 0.01
182.793324196 -1.7406808 0.236017051233 0.01
177.101417658 3.04506794584 0.941151121221 0.01
178.516983885 -1.75883633164 0.285280661171 0.01
177.676851834 -3.74161976863 0.783947870568 0.01
179.607225534 -1.32645444893 0.977265198956 0.01
180.638634321 0.987245436612 0.16993559737 0.01
179.586698168 -1.48440097608 0.67523945365 0.01
176.336779173 2.47436225215 0.907390731695 0.01
182.394440208 3.23552072516 0.574836948322 0.01
182.888094212 1.14054545323 0.858051668819 0.01
180.133290473 2.6183867238 0.687395621314 0.01
176.960909266 -2.09089724075 0.111069909818 0.01
183.994552771 -0.434995755479 0.983988295754 0.01
176.993367181 -1.56440589867 0.98450349834 0.01
178.885365888 0.723574486974 0.965385811402 0.01
178.684441692 4.58203063051 0.351757964213 0.01
180.102694016 3.62801018613 0.76698344921 0.01
182.826391659 -2.55198496376 0.60529083586 0.01
180.704455472 -4.13098552981 0.990167124494 0.01
183.346909346 2.42069732762 0.89710063779 0.01
180.32278376 -3.70109606264 0.725326188953 0.01
181.703595425 0.657599535092 0.421558558153 0.01
179.957043271 -0.897844479221 0.80197525565 0.01
181.256903599 0.648730202597 0.882183186017 0.01
181.745584857 1.47155911494 0.0231338643741 0.01
182.883922709 -1.18068166561 0.801762210892 0.01
180.39925317 4.20519213732 0.465707127536 0.01
178.492228504 2.77946832324 0.385745545838 0.01
183.547241653 0.061468973335 0.725545409704 0.01
182.029768852 -1.2300682971 0.732910648604 0.01
179.710408646 1.20646673033 0.653229149022 0.01
183.019134802 1.32450345721 0.815992754451 0.01
182.742023498 1.5215691947 0.819083277545 0.01
177.173028008 -1.90325475437 0.902026375123 0.01
181.711527227 -0.187720870197 0.342957485528 0.01
176.793469429 1.72809208618 0.285844891215 0.01
176.955723586 1.85123347675 0.70765197612 0.01
182.047390658 0.05539977842 0.048684211507 0.01
182.99013878 -0.429982657792 0.342439906251 0.01
177.538224078 -2.38861682574 0.486771015282 0.01
182.080445521 -3.74230824441 0.71926384323 0.01
178.976608602 -1.25623855642 0.957580164712 0.01
184.104457419 -1.88873875361 0.668266902768 0.01
178.204832832 1.3384203153 0.435220379634 0.01
183.304967722 -0.855279650394 0.86225764231 0.01
181.504956279 -4.15153147207 0.389901142962 0.01
178.695253959 -0.748527998489 0.871764092393 0.01
184.504481285 1.27558900077 0.793066911172 0.01
177.593726744 -0.958419924435 0.646984861108 0.01
176.175022827 1.23881315446 0.728731953983 0.01
179.423820023 -2.2198174095 0.44555292406 0.01
177.624893321 3.20884892411 0.0997144761879 0.01
180.961140519 2.37440737971 0.678395281551 0.01
178.261882161 2.06932577064 0.788847973509 0.01
182.373497279 0.379554050444 0.331981148069 0.01
180.108056192 3.18786357043 0.455300118557 0.01
179.244112831 -4.01258211168 0.829282246555 0.01
179.734653695 -2.69036845788 0.0689706956494 0.01
182.174831963 2.66592565583 0.141933469014 0.01
180.505837245 1.12534161005 0.470178689806 0.01
176.31811973 -0.751318545768 0.035841490443 0.01
181.251763587 -4.33207651893 0.539019737721 0.01
180.90442187 -3.00157650394 0.721016922167 0.01
178.711952815 -0.637684173493 0.672595792399 0.01
182.723260582 -2.96770821243 0.401004632073 0.01
182.66020755 -0.462338705094 0.898442193361 0.01
182.058297278 0.00111096994726 0.429953215015 0.01
175.791652053 2.44635153024 0.228224681797 0.01
181.956777781 -3.00523108206 0.229658921635 0.01
179.826558561 2.51282550539 0.854861510285 0.01
183.991619046 2.58032374418 0.699921323021 0.01
178.857198815 -2.01798181802 0.122036272348 0.01
177.034628586 -1.80555930868 0.715637172464 0.01
182.394983097 0.465596718006 0.399599164475 0.01
178.174747705 -0.911008497096 0.924265079042 0.01
176.309773354 -2.63954936414 0.156261360779 0.01
179.730323311 2.15272690016 0.206381014828 0.01
179.773553303 0.41194827773 0.841465343287 0.01
179.018878604 -3.36499700742 0.812930996104 0.01
180.194852875 -1.92510234686 0.261183643291 0.01
176.718820763 2.97571800934 0.818262331235 0.01
181.30198413 -3.67621167372 0.465310473592 0.01
179.086996396 -1.01130392279 0.0504837600003 0.01
181.084801631 0.332146597892 0.441146002827 0.01
180.852417644 -0.140074099425 0.511111286559 0.01
182.807954113 -2.00770328436 0.387493686567 0.01
183.124022583 -2.22398253366 0.465833991297 0.01
179.526829041 -0.592713106519 0.497713670349 0.01
181.205666146 4.1103198029 0.0776411922963 0.01
181.4279049 1.86086101021 0.526898128111 0.01
177.683123023 2.59151697015 0.129642913802 0.01
179.837335848 -4.13812249229 0.88210054256 0.01
180.761658222 2.27302867261 0.294432448616 0.01
183.227840313 0.599004787826 0.464065256158 0.01
181.836350173 -1.94738633992 0.684844187375 0.01
182.397460932 -4.33946723848 0.961129780778 0.01
181.572861149 2.9854314481 0.712719693904 0.01
176.898709072 0.778723515099 0.357127321682 0.01
176.128271143 -1.1903568887 0.0867200707743 0.01
177.843284457 -1.02785562875 0.625287716122 0.01
178.626393303 2.21118671575 0.161999999484 0.01
175.455590464 -1.40802277009 0.809778089088 0.01
182.248878989 -0.751719042992 0.621758968098 0.01
181.308032685 -0.805473063826 0.612725549824 0.01
178.330944389 -2.08150899017 0.602262039222 0.01
178.466006289 1.63483118285 0.379898566803 0.01
179.569183983 -4.86640903547 0.819546400475 0.01
177.538406468 3.94961906975 0.554290548953 0.01
181.256964619 -2.04665009429 0.409323790398 0.01
178.580696382 -2.54925429656 0.316541461434 0.01
183.471278243 1.80858986841 0.625803870289 0.01
179.680544839 -2.34523434443 0.269439533412 0.01
184.055324089 1.88642784327 0.512998978691 0.01
179.003432491 -3.18534208625 0.2673187738 0.01
178.214010833 1.54551961063 0.0663246069779 0.01
182.310240069 -2.2762941652 0.221171097631 0.01
179.643010478 4.89295353135 0.571287387676 0.01
182.591556045 -0.127198851348 0.742715226166 0.01
183.660067562 -2.52506078144 0.194837511725 0.01
179.76383254 -4.05487886175 0.847385685064 0.01
182.008272666 -1.37627246097 0.0996099526971 0.01
178.115985006 2.21073400826 0.764833033138 0.01
179.192969428 4.29350639986 0.785859892675 0.01
184.378999584 0.62694104945 0.757869350119 0.01
179.404808879 -4.84344993562 0.509743459119 0.01
